,item,codigo_seg,empresa,ubicacion,equipo,codigo,fecha_inic,fecha_fin,descripcion,mw_indispo,indispo,tipo_mantto,programacion
268,269,C213512023053012245021A,ANGLO AMERICAN QUELLAVECO S.A.,MOQUEGUA - PAPUJUNE,L-2067,21351,2024-05-15 08:00:00,2024-05-15 16:00:00,MP 1A LIMPIEZA AISLADORES VYT OMS3144,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
274,275,C213522023053012245021A,ANGLO AMERICAN QUELLAVECO S.A.,MOQUEGUA - PAPUJUNE,L-2068,21352,2024-05-18 08:00:00,2024-05-18 16:00:00,MP 1A LIMPIEZA AISLADORES VYT OMS3148,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
378,379,C136522023053012241830A,ATLANTICA TRANSMISION SUR S.A.,CHILCA CTM - POROMA,L-5032,13652,2024-06-23 08:00:00,2024-06-23 16:00:00,LIMPIEZA DE AISLAMIENTO,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
389,390,C138532023053012241220A,ATLANTICA TRANSMISION SUR S.A.,CHILCA-CTM,CL-5032,13853,2024-06-23 08:00:00,2024-06-23 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
390,391,C138542023053012241220A,ATLANTICA TRANSMISION SUR S.A.,CHILCA-CTM,INT-5261,13854,2024-02-26 08:00:00,2024-02-26 16:00:00,"MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA. REQUIERE BARRA ""B"" 500 KV DE CTM FUERA DE SERVICIO",0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
395,396,C138202023053012243146A,ATLANTICA TRANSMISION SUR S.A.,MARCONA,CL-2292,13820,2024-04-20 08:00:00,2024-04-20 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
400,401,C138212023053012245234A,ATLANTICA TRANSMISION SUR S.A.,MARCONA,CL-2293,13821,2024-04-21 08:00:00,2024-04-21 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
404,405,C138692023053012245021A,ATLANTICA TRANSMISION SUR S.A.,MONTALVO,BARRA A_220KV,13869,2024-04-14 08:00:00,2024-04-14 12:00:00,INDISPONIBLE DEBIDO A MANTENIMIENTO EN EQUIPOS DE CELDA,0.0,F/S,NO,OTROS
406,407,C138702023053012245597A,ATLANTICA TRANSMISION SUR S.A.,MONTALVO,BARRA A_500KV,13870,2024-04-17 08:00:00,2024-04-17 16:00:00,INDISPONIBLE POR MANTENIMIENTO EN SECCIONADORES DE BARRA A 500KV,0.0,F/S,NO,OTROS
410,411,C147652023053012245021A,ATLANTICA TRANSMISION SUR S.A.,MONTALVO,BARRA B_220kV,14765,2024-04-14 12:00:00,2024-04-14 16:00:00,INDISPONIBLE DEBIDO A MANTENIMIENTO EN EQUIPOS DE CELDA,0.0,F/S,NO,OTROS
412,413,C138712023053012241986A,ATLANTICA TRANSMISION SUR S.A.,MONTALVO,BARRA B_500KV,13871,2024-04-18 08:00:00,2024-04-18 16:00:00,INDISPONIBLE POR MANTENIMIENTO EN SECCIONADOR DE BARRA B 500KV,0.0,F/S,NO,OTROS
414,415,C138122023053012243477A,ATLANTICA TRANSMISION SUR S.A.,MONTALVO,CL-2057_220KV,13812,2024-04-13 08:00:00,2024-04-13 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
417,418,C151762023053012247462A,ATLANTICA TRANSMISION SUR S.A.,MONTALVO,CL-5037,15176,2024-04-16 08:00:00,2024-04-16 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
418,419,C137652023053012243477A,ATLANTICA TRANSMISION SUR S.A.,MONTALVO,INT-5652,13765,2024-04-18 08:00:00,2024-04-18 16:00:00,"MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA. REQUIERE BARRA ""B"" 500 KV FUERA DE SERVICIO",0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
419,420,C137662023053012243477A,ATLANTICA TRANSMISION SUR S.A.,MONTALVO,INT-5661,13766,2024-04-17 08:00:00,2024-04-17 16:00:00,"MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA. REQUIERE BARRA ""A"" 500 KV FUERA DE SERVICIO",0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
420,421,C137672023053012244950A,ATLANTICA TRANSMISION SUR S.A.,MONTALVO,INT-5671,13767,2024-04-17 08:00:00,2024-04-17 16:00:00,"MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA. REQUIERE BARRA ""A"" 500 KV FUERA DE SERVICIO",0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
423,424,C137422023053012247456A,ATLANTICA TRANSMISION SUR S.A.,MONTALVO,SE MONTALVO,13742,2024-04-10 08:00:00,2024-04-10 16:00:00,INSPECCIÓN TERMOGRÁFICA,0.0,E/S,NO,MANTENIMIENTO PREVENTIVO
425,426,C137842023053012241721A,ATLANTICA TRANSMISION SUR S.A.,MONTALVO,AUT-5671,13784,2024-04-14 08:00:00,2024-04-14 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
439,440,C138152023053012247491A,ATLANTICA TRANSMISION SUR S.A.,MONTALVO - MOQUEGUA,L-2057,13815,2024-04-13 08:00:00,2024-04-13 16:00:00,LIMPIEZA DE AISLAMIENTO,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
444,445,C138192023053012249050A,ATLANTICA TRANSMISION SUR S.A.,MOQUEGUA,CL-2057,13819,2024-04-13 08:00:00,2024-04-13 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
452,453,C138002023053012243978A,ATLANTICA TRANSMISION SUR S.A.,OCONA,CL- 5034,13800,2024-06-22 08:00:00,2024-06-22 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
455,456,C138672023053012247462A,ATLANTICA TRANSMISION SUR S.A.,OCONA,CL-BCS-5482,13867,2024-02-25 08:00:00,2024-02-25 16:00:00,LIMPIEZA DE AISLAMIENTO,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
458,459,C138682023053012247462A,ATLANTICA TRANSMISION SUR S.A.,OCONA,CL-BCS-5484,13868,2024-06-26 08:00:00,2024-06-26 16:00:00,LIMPIEZA DE AISLAMIENTO,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
467,468,C137412023053012245021A,ATLANTICA TRANSMISION SUR S.A.,OCONA,SE OCOÑA,13741,2024-04-27 08:00:00,2024-04-27 16:00:00,MANTENIMIENTO PREVENTIVO EN SUBESTACIÓN,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
536,537,C149612023053012243507A,ATLANTICA TRANSMISION SUR S.A.,OCONA - SAN JOSE,L-5036,14961,2024-06-22 08:00:00,2024-06-22 16:00:00,INDISPONIBLE POR MANTENIMIENTO EN LA LÍNEA L-5034,0.0,F/S,NO,OTROS
542,543,C138602023053012244233A,ATLANTICA TRANSMISION SUR S.A.,POROMA,BARRA A_220KV,13860,2024-04-21 08:00:00,2024-04-21 12:00:00,INDISPONIBLE DEBIDO A MANTENIMIENTO EN EQUIPOS DE CELDA,0.0,F/S,NO,OTROS
543,544,C138622022113010045606A,ATLANTICA TRANSMISION SUR S.A.,POROMA,BARRA A_500KV,13862,2023-07-21 08:00:00,2023-07-21 16:00:00,INDISPONIBLE POR MANTENIMIENTO EN SECCIONADORES DE BARRA A 500KV,0.0,F/S,NO,OTROS
547,548,C138612023053012244233A,ATLANTICA TRANSMISION SUR S.A.,POROMA,BARRA B_220KV,13861,2024-04-21 12:00:00,2024-04-21 16:00:00,INDISPONIBLE DEBIDO A MANTENIMIENTO EN EQUIPOS DE CELDA,0.0,F/S,NO,OTROS
548,549,C138632022113010046469A,ATLANTICA TRANSMISION SUR S.A.,POROMA,BARRA B_500KV,13863,2023-07-20 08:00:00,2023-07-20 16:00:00,INDISPONIBLE POR MANTENIMIENTO EN SECCIONADORES DE BARRA B 500KV,0.0,F/S,NO,OTROS
550,551,C137982023053012246048A,ATLANTICA TRANSMISION SUR S.A.,POROMA,CL-2292,13798,2024-04-20 08:00:00,2024-04-20 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
552,553,C137992023053012247521A,ATLANTICA TRANSMISION SUR S.A.,POROMA,CL-2293,13799,2024-04-21 08:00:00,2024-04-21 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
558,559,C137882023053012249833A,ATLANTICA TRANSMISION SUR S.A.,POROMA,CL-5032,13788,2024-06-23 08:00:00,2024-06-23 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
564,565,C137902023053012248305A,ATLANTICA TRANSMISION SUR S.A.,POROMA,CL-5034,13790,2024-06-22 08:00:00,2024-06-22 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
566,567,C137972023053012249778A,ATLANTICA TRANSMISION SUR S.A.,POROMA,CL-ACOPLE_220KV,13797,2024-03-25 08:00:00,2024-03-25 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
569,570,C138642023053012244233A,ATLANTICA TRANSMISION SUR S.A.,POROMA,CL-BCS-5382,13864,2024-03-23 08:00:00,2024-03-23 16:00:00,LIMPIEZA DE AISLAMIENTO,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
570,571,C137502022113010041497A,ATLANTICA TRANSMISION SUR S.A.,POROMA,INT-5352,13750,2023-07-21 08:00:00,2023-07-21 16:00:00,"MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA. REQUIERE BARRA ""A"" 500 KV FUERA DE SERVICIO",0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
571,572,C137462022113010044726A,ATLANTICA TRANSMISION SUR S.A.,POROMA,INT-5361,13746,2023-07-21 08:00:00,2023-07-21 16:00:00,"MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA. REQUIERE BARRA ""A"" 500 KV FUERA DE SERVICIO",0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
572,573,C137492022113010044726A,ATLANTICA TRANSMISION SUR S.A.,POROMA,INT-5362,13749,2023-07-20 08:00:00,2023-07-20 16:00:00,"MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA. REQUIERE BARRA ""B"" 500 KV FUERA DE SERVICIO",0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
573,574,C137512022113010044726A,ATLANTICA TRANSMISION SUR S.A.,POROMA,INT-5371,13751,2023-07-20 08:00:00,2023-07-20 16:00:00,"MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA. REQUIERE BARRA ""B"" 500 KV FUERA DE SERVICIO",0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
575,576,C137712023053012243320A,ATLANTICA TRANSMISION SUR S.A.,POROMA,REB-5350,13771,2024-03-25 08:00:00,2024-03-25 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
578,579,C137402023053012249027A,ATLANTICA TRANSMISION SUR S.A.,POROMA,S.E. POROMA,13740,2024-02-17 00:00:00,2024-02-17 05:00:00,INSPECCIÓN DE EFLUVIOS,0.0,E/S,NO,MANTENIMIENTO PREVENTIVO
580,581,C137832022113010044210A,ATLANTICA TRANSMISION SUR S.A.,POROMA,AUT-5371,13783,2023-12-08 08:00:00,2023-12-08 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
587,588,C138132023053012244233A,ATLANTICA TRANSMISION SUR S.A.,POROMA - MARCONA,L-2292,13813,2024-06-26 08:00:00,2024-06-26 16:00:00,INSPECCION ANUAL EN LLTT,0.0,E/S,NO,MANTENIMIENTO PREVENTIVO
594,595,C138142023053012244233A,ATLANTICA TRANSMISION SUR S.A.,POROMA - MARCONA,L-2293,13814,2024-06-26 08:00:00,2024-06-26 16:00:00,INSPECCION ANUAL EN LLTT,0.0,E/S,NO,MANTENIMIENTO PREVENTIVO
731,732,C137432023053012243350A,ATLANTICA TRANSMISION SUR S.A.,POROMA - OCONA,L-5034,13743,2024-06-22 08:00:00,2024-06-22 16:00:00,LIMPIEZA DE AISLAMIENTO,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
753,754,C149622023053012242430A,ATLANTICA TRANSMISION SUR S.A.,SAN JOSE - MONTALVO,L-5037,14962,2024-04-16 08:00:00,2024-04-16 16:00:00,INDISPONIBLE DEBIDO A MANTENIMIENTO EN EQUIPOS DE CELDA,0.0,F/S,NO,OTROS
754,755,C145622023053012247363A,ATN 1 S.A.,CONSTANCIA,BARRA 220kV,14562,2024-05-08 08:00:00,2024-05-08 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
755,756,C144332023053012244134A,ATN 1 S.A.,CONSTANCIA,CL-2024,14433,2024-05-08 08:00:00,2024-05-08 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,100.0,F/S,SI,MANTENIMIENTO PREVENTIVO
757,758,C145672023053012244314A,ATN 1 S.A.,CONSTANCIA,CL-TPO1102,14567,2024-05-06 08:00:00,2024-05-06 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
759,760,C145682023053012244314A,ATN 1 S.A.,CONSTANCIA,CL-TPO1103,14568,2024-05-07 08:00:00,2024-05-07 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
761,762,C145082023053012242378A,ATN 1 S.A.,CONSTANCIA,S.E. CONSTANCIA,14508,2024-05-18 08:00:00,2024-05-18 17:00:00,INSPECCIÓN TERMOGRÁFICA,0.0,E/S,NO,MANTENIMIENTO PREVENTIVO
763,764,C145642023053012247062A,ATN 1 S.A.,CONSTANCIA,TPO-1102,14564,2024-05-06 08:00:00,2024-05-06 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
765,766,C145632023053012247062A,ATN 1 S.A.,CONSTANCIA,TPO-1103,14563,2024-05-07 08:00:00,2024-05-07 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
766,767,C143562022113010048897A,ATN 1 S.A.,FRANCOISE,CL-2271,14356,2023-08-06 08:00:00,2023-08-06 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,10.0,F/S,SI,MANTENIMIENTO PREVENTIVO
767,768,C144352022113010048897A,ATN 1 S.A.,FRANCOISE,CL-6542,14435,2023-08-06 08:00:00,2023-08-06 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
768,769,C156702022113010048897A,ATN 1 S.A.,FRANCOISE,CL-6543,15670,2023-08-06 08:00:00,2023-08-06 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
770,771,C143502023053012249621A,ATN 1 S.A.,FRANCOISE,S.E. FRANCOISE,14350,2024-03-11 08:00:00,2024-03-11 16:00:00,INSPECCIÓN TERMOGRÁFICA,0.0,E/S,NO,MANTENIMIENTO PREVENTIVO
771,772,C143542022113010047424A,ATN 1 S.A.,FRANCOISE,PT-01,14354,2023-08-06 08:00:00,2023-08-06 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
774,775,C143522023053012246198A,ATN 1 S.A.,PARAGSHA 2,CL-2271,14352,2024-03-11 08:00:00,2024-03-11 16:00:00,INSPECCIÓN TERMOGRÁFICA,0.0,E/S,NO,MANTENIMIENTO PREVENTIVO
789,790,C143492023053012244233A,ATN 1 S.A.,PARAGSHA II - FRANCOISE,L-2271,14349,2024-04-30 08:00:00,2024-04-30 16:00:00,MEDICIÓN DE RESISTENCIA ELÉCTRICA (SPAT),0.0,E/S,NO,MANTENIMIENTO PREVENTIVO
792,793,C144302023053012244635A,ATN 1 S.A.,TINTAYA NUEVA,CL-2024,14430,2024-05-18 08:00:00,2024-05-18 17:00:00,INSPECCIÓN TERMOGRÁFICA,0.0,E/S,NO,MANTENIMIENTO PREVENTIVO
853,854,C144312023053012247768A,ATN 1 S.A.,TINTAYA NUEVA - CONSTANCIA,L-2024,14431,2024-05-30 08:00:00,2024-05-30 16:00:00,INSPECCIÓN ANUAL,0.0,E/S,NO,MANTENIMIENTO PREVENTIVO
917,918,C149302023053012247768A,ATN 2 S.A.,COTARUSE - LAS BAMBAS,L-2055,14930,2024-05-31 08:00:00,2024-05-31 16:00:00,MEDIDA DE LA RESISTENCIA DE PUESTA A TIERRA.,0.0,E/S,NO,MANTENIMIENTO PREVENTIVO
981,982,C149292023053012247768A,ATN 2 S.A.,COTARUSE - LAS BAMBAS,L-2056,14929,2024-05-31 08:00:00,2024-05-31 16:00:00,MEDIDA DE LA RESISTENCIA DE PUESTA A TIERRA.,0.0,E/S,NO,MANTENIMIENTO PREVENTIVO
986,987,C133152023053012241436A,ATN S.A.,CAJAMARCA NORTE,BARRA A_220kV,13315,2024-06-06 08:00:00,2024-06-06 16:00:00,INDISPONIBLE DEBIDO A MANTENIMIENTO EN EQUIPOS DE CELDA,0.0,F/S,NO,OTROS
988,989,C133192023053012248657A,ATN S.A.,CAJAMARCA NORTE,CL_T-601,13319,2024-03-22 08:00:00,2024-03-22 16:00:00,TERMOGRAFÍA EN SUBESTACIONES,0.0,E/S,NO,MANTENIMIENTO PREVENTIVO
992,993,C199102023053012245046A,ATN S.A.,CAJAMARCA NORTE,CL-2283,19910,2024-06-08 08:00:00,2024-06-08 15:30:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
996,997,C199092023053012247794A,ATN S.A.,CAJAMARCA NORTE,CL-2287,19909,2024-06-09 08:00:00,2024-06-09 15:30:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
998,999,C133202023053012245450A,ATN S.A.,CAJAMARCA NORTE,CL-ACOPLE220kV,13320,2024-06-06 08:00:00,2024-06-06 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
1000,1001,C128522023053012245450A,ATN S.A.,CAJAMARCA NORTE,SVC,12852,2024-06-07 08:00:00,2024-06-07 15:30:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
1020,1021,C199082023053012249463A,ATN S.A.,CAJAMARCA NORTE - PAMPA HONDA,L-2283,19908,2024-06-08 08:00:00,2024-06-08 15:30:00,INDISPONIBLE POR MANTENIMIENTO EN SUBESTACIONES,0.0,F/S,NO,OTROS
1040,1041,C199072023053012244478A,ATN S.A.,CAJAMARCA NORTE - PAMPA HONDA,L-2287,19907,2024-06-09 08:00:00,2024-06-09 15:30:00,INDISPONIBLE POR MANTENIMIENTO EN SUBESTACIONES,0.0,F/S,NO,OTROS
1045,1046,C137222023053012245950A,ATN S.A.,CARHUAMAYO,CL-1707,13722,2024-06-01 08:00:00,2024-06-01 15:30:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
1049,1050,C137212023053012247808A,ATN S.A.,CARHUAMAYO NUEVA,CL-1707,13721,2024-06-01 08:00:00,2024-06-01 15:30:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
1054,1055,C131932023053012246154A,ATN S.A.,CARHUAMAYO NUEVA,CL-2267,13193,2024-06-03 08:00:00,2024-06-03 15:30:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
1059,1060,C131922023053012244446A,ATN S.A.,CARHUAMAYO NUEVA,CL-2268,13192,2024-06-04 08:00:00,2024-06-04 15:30:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
1063,1064,C131942023053012249964A,ATN S.A.,CARHUAMAYO NUEVA,CL-AUT201,13194,2024-06-02 08:00:00,2024-06-02 15:30:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
1065,1066,C128502023053012249964A,ATN S.A.,CARHUAMAYO NUEVA,AUT-201,12850,2024-06-02 08:00:00,2024-06-02 15:30:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
1069,1070,C135562023053012243582A,ATN S.A.,CARHUAMAYO(SNP) - CARHUAMAYO (ISA),L-1707,13556,2024-06-01 08:00:00,2024-06-01 15:30:00,MANTENIMIENTO ELECTROMECÁNICO,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
1076,1077,C131162023053012248208A,ATN S.A.,CONOCOCHA,BARRA A_220kV,13116,2024-02-12 08:00:00,2024-02-12 12:00:00,INDISPONIBLE DEBIDO A MANTENIMIENTO EN EQUIPOS DE CELDA,0.0,F/S,NO,OTROS
1083,1084,C131172023053012244979A,ATN S.A.,CONOCOCHA,BARRA B_220kV,13117,2024-02-12 12:00:00,2024-02-12 16:00:00,INDISPONIBLE DEBIDO A MANTENIMIENTO EN EQUIPOS DE CELDA,0.0,F/S,NO,OTROS
1085,1086,C131952023053012244979A,ATN S.A.,CONOCOCHA,CL-2253,13195,2024-02-10 00:00:00,2024-02-10 07:30:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
1087,1088,C131962023053012241750A,ATN S.A.,CONOCOCHA,CL-2264,13196,2024-02-11 00:00:00,2024-02-11 07:30:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
1089,1090,C131972022113010046757A,ATN S.A.,CONOCOCHA,CL-2269,13197,2023-11-18 08:00:00,2023-11-18 15:30:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
1091,1092,C131982022113010047739A,ATN S.A.,CONOCOCHA,CL-2270,13198,2023-11-19 08:00:00,2023-11-19 15:30:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
1093,1094,C131992023053012243222A,ATN S.A.,CONOCOCHA,CL-2278,13199,2024-02-09 00:00:00,2024-02-09 07:30:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
1095,1096,C132002023053012243222A,ATN S.A.,CONOCOCHA,CL-ACOPLA220kV,13200,2024-02-12 08:00:00,2024-02-12 16:00:00,MANTENIMIENTO PREVENTIVO EN EQUIPOS DE CELDA,0.0,F/S,NO,MANTENIMIENTO PREVENTIVO
